Layer,Entity Type,Linear (m),Area (m²),Count,Material Tag,Material Key,Partition Ref,Start X,Start Y,End X,End Y,Radius
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,3096.483790523686,194985.2103671184,2946.483790523686,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,2946.483790523686,195485.2103671184,2946.483790523686,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,2946.483790523686,195485.2103671184,3096.483790523686,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,2056.483790523694,194985.2103671184,2056.483790523694,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,2056.483790523694,194985.2103671184,1906.483790523694,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,1906.483790523694,195485.2103671184,1906.483790523694,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,1906.483790523694,195485.2103671184,2056.483790523694,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,1426.483790523684,194985.2103671184,1426.483790523684,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,1426.483790523684,194985.2103671184,1276.483790523684,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,1276.483790523684,195485.2103671184,1276.483790523684,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,1276.483790523684,195485.2103671184,1426.483790523684,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,981.4837905236898,194985.2103671184,981.4837905236898,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,981.4837905236898,194985.2103671184,831.4837905236898,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,831.4837905236898,195485.2103671184,831.4837905236898,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,831.4837905236898,195485.2103671184,981.4837905236898,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,756.4837905236889,194985.2103671184,756.4837905236889,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,756.4837905236889,194985.2103671184,606.4837905236889,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,606.4837905236889,195485.2103671184,606.4837905236889,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,606.4837905236889,195485.2103671184,756.4837905236889,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,526.4837905236886,194985.2103671184,526.4837905236886,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,526.4837905236886,194985.2103671184,376.4837905236886,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,376.4837905236886,195485.2103671184,376.4837905236886,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,376.4837905236886,195485.2103671184,526.4837905236886,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,116.4837905236904,194985.2103671184,116.4837905236904,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,116.4837905236904,194985.2103671184,-33.51620947630963,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,-33.51620947630963,195485.2103671184,-33.51620947630963,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,-33.51620947630963,195485.2103671184,116.4837905236904,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,-83.51620947631018,194985.2103671184,-83.51620947631018,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,-83.51620947631018,194985.2103671184,-233.5162094763102,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,-233.5162094763102,195485.2103671184,-233.5162094763102,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,-233.5162094763102,195485.2103671184,-83.51620947631018,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,-83.51620947630788,194985.2103671184,-83.51620947630788,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,-83.51620947630788,194985.2103671184,-233.5162094763186,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,-233.5162094763186,195485.2103671184,-233.5162094763186,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,-233.5162094763186,195485.2103671184,-83.51620947630788,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,-313.5162094763104,194985.2103671184,-313.5162094763104,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,-313.5162094763104,194985.2103671184,-463.5162094763104,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,-463.5162094763104,195485.2103671184,-463.5162094763104,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,-463.5162094763104,195485.2103671184,-313.5162094763104,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,-523.5162094763098,194985.2103671184,-523.5162094763098,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,-523.5162094763098,194985.2103671184,-673.5162094763098,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,-673.5162094763098,195485.2103671184,-673.5162094763098,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,-673.5162094763098,195485.2103671184,-523.5162094763098,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,1636.483790523693,194985.2103671184,1636.483790523693,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,1636.483790523693,194985.2103671184,1486.483790523693,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,1486.483790523693,195485.2103671184,1486.483790523693,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,1486.483790523693,195485.2103671184,1636.483790523693,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,1866.483790523694,194985.2103671184,1866.483790523694,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,1866.483790523694,194985.2103671184,1716.483790523694,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,1716.483790523694,195485.2103671184,1716.483790523694,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,1716.483790523694,195485.2103671184,1866.483790523694,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,1211.483790523686,194985.2103671184,1211.483790523686,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,1211.483790523686,194985.2103671184,1061.483790523686,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,1061.483790523686,195485.2103671184,1061.483790523686,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,1061.483790523686,195485.2103671184,1211.483790523686,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,2671.483790523689,194985.2103671184,2671.483790523689,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,2671.483790523689,194985.2103671184,2521.483790523691,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,2521.483790523691,195485.2103671184,2521.483790523691,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,2521.483790523691,195485.2103671184,2671.483790523689,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,2251.483790523689,194985.2103671184,2251.483790523689,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,2251.483790523689,194985.2103671184,2101.483790523692,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,2101.483790523692,195485.2103671184,2101.483790523692,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,2101.483790523692,195485.2103671184,2251.483790523689,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,326.4837905236886,194985.2103671184,326.4837905236886,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,326.4837905236886,194985.2103671184,176.4837905236886,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,176.4837905236886,195485.2103671184,176.4837905236886,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,176.4837905236886,195485.2103671184,326.4837905236886,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,2891.483790523689,194985.2103671184,2891.483790523689,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,2891.483790523689,194985.2103671184,2741.483790523691,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,2741.483790523691,195485.2103671184,2741.483790523691,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,2741.483790523691,195485.2103671184,2891.483790523689,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,2451.483790523689,194985.2103671184,2451.483790523689,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,2451.483790523689,194985.2103671184,2301.483790523692,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,2301.483790523692,195485.2103671184,2301.483790523692,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,2301.483790523692,195485.2103671184,2451.483790523689,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,-753.5162094763106,194985.2103671184,-753.5162094763106,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,-753.5162094763106,194985.2103671184,-903.5162094763106,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,-903.5162094763106,195485.2103671184,-903.5162094763106,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,-903.5162094763106,195485.2103671184,-753.5162094763106,
A-DETL,LINE,0.5,0.0,1,,,,195485.2103671184,-963.5162094763093,194985.2103671184,-963.5162094763093,
A-DETL,LINE,0.15,0.0,1,,,,194985.2103671184,-963.5162094763093,194985.2103671184,-1113.516209476309,
A-DETL,LINE,0.5,0.0,1,,,,194985.2103671184,-1113.516209476309,195485.2103671184,-1113.516209476309,
A-DETL,LINE,0.15,0.0,1,,,,195485.2103671184,-1113.516209476309,195485.2103671184,-963.5162094763093,
A-DETL,LINE,1.88,0.0,1,,,,194885.2103671184,4726.48379052369,196765.2103671184,4726.483790523685,
A-DETL,LINE,5.92,0.0,1,,,,196765.2103671184,4726.483790523685,196765.2103671184,-1193.516209476314,
A-DETL,LINE,5.92,0.0,1,,,,194885.2103671184,4726.48379052369,194885.2103671184,-1193.516209476308,
A-DETL,LINE,1.88,0.0,1,,,,194885.2103671184,-1193.516209476308,196765.2103671184,-1193.516209476314,
A-DETL,LINE,1.88,0.0,1,,,,194885.2103671184,4496.483790523691,196765.2103671184,4496.483790523685,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,44.16,0.0,1,,,,145102.2493985584,486190.1876115666,145102.2493985585,442029.9883246045,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,44.16,0.0,1,,,,148272.2493985583,486190.1876115667,148272.2493985584,442029.9883246047,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,44.16,0.0,1,,,,151442.2493985583,486190.1876115664,151442.2493985584,442029.9883246044,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,44.16,0.0,1,,,,154417.2493987217,486190.1876115668,154417.2493987218,442029.9883246048,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,44.16,0.0,1,,,,157587.2493986881,486190.1876115664,157587.2493986882,442029.9883246044,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,44.16,0.0,1,,,,160757.2493986881,486190.1876115667,160757.2493986882,442029.9883246047,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,21.94,0.0,1,,,,165577.2474334389,463970.1876367099,165577.247433439,442029.9883246043,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,23.96,0.0,1,,,,171685.2501039645,465990.1876124087,171685.2501039646,442029.9883246043,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,23.96,0.0,1,,,,177785.2501039645,465990.1876124087,177785.2501039646,442029.9883246043,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,23.96,0.0,1,,,,180927.7361361652,465990.1876124087,180927.7361361652,442029.9883246043,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,21.73,0.0,1,,,,161952.3237566121,482890.1876125484,140220.9868089528,482890.1876125484,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,21.73,0.0,1,,,,161952.3237566121,479830.1806058905,140220.9868089528,479830.1806058905,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,21.73,0.0,1,,,,161952.3237566121,473755.1806063959,140220.9868089528,473755.1806063959,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,21.73,0.0,1,,,,161952.3237566121,467576.5358229383,140220.9868089528,467576.5358229383,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,43.03,0.0,1,,,,183249.7990505244,462805.1876344714,140220.9868089528,462805.1876344714,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,43.03,0.0,1,,,,183249.7990505244,459625.1876345593,140220.9868089528,459625.1876345593,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,43.03,0.0,1,,,,183249.7990505244,456555.1876728818,140220.9868089528,456555.1876728818,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,43.03,0.0,1,,,,183249.7990505244,453364.8106922394,140220.9868089528,453364.8106922394,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,43.03,0.0,1,,,,183249.7990505244,450294.8106921838,140220.9868089528,450294.8106921838,
S-GRID-IDEN,INSERT,0.0,0.0,1,,,,,,,,
S-GRID-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
S-GRID,LINE,43.03,0.0,1,,,,183249.7990505244,447114.810692238,140220.9868089528,447114.810692238,
A-WALL-IDEN,LINE,0.42,0.0,1,,,,146851.3117440403,470560.5989423956,146851.3117440403,470138.9662491702,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Internal Apartment Wall - K10-130,,,,,
A-WALL-IDEN,LINE,0.4,0.0,1,,,,152929.7493985585,478688.3656599685,153334.5676404178,478688.3656599685,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Double metal studs party walls - K10-125,,,,,
A-WALL-IDEN,LINE,0.36,0.0,1,,,,152686.4176422885,477374.4264597005,152686.4176422885,477011.6714618212,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Siniat metal stud partition - K10-128,,,,,
A-WALL-IDEN,LINE,0.41,0.0,1,,,,153420.24953559,471699.2632259746,153007.5558113132,471699.2632259746,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Bathroom acoustic wall with MF board - K10-129,,,,,
A-WALL-IDEN,LINE,0.38,0.0,1,,,,153420.24953559,470734.7341464337,153037.5558113132,470734.7341464337,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Siniat metal stud partition - K10-128,,,,,
A-WALL-IDEN,LINE,0.17,0.0,1,,,,152084.2495357152,469016.1422057213,151912.5317168745,469016.1422057213,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Bathroom acoustic wall with MF board - K10-129,,,,,
A-WALL-IDEN,LINE,0.41,0.0,1,,,,152084.2495357152,467011.9451944582,152491.4151229331,467011.9451944582,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Siniat metal stud partition - K10-128,,,,,
A-WALL-IDEN,LINE,0.12,0.0,1,,,,152084.2495357151,464101.8081231072,151961.4044635487,464101.8081231072,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Bathroom acoustic wall with MF board - K10-129,,,,,
A-WALL-IDEN,LINE,0.35,0.0,1,,,,152084.2495357151,462818.8582453601,152432.2415597711,462818.8582453601,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Siniat metal stud partition - K10-128,,,,,
A-WALL-IDEN,LINE,0.15,0.0,1,,,,152084.2495357151,461417.2382144672,151934.6727905814,461417.2382144672,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Bathroom acoustic wall with MF board - K10-129,,,,,
A-WALL-IDEN,LINE,0.26,0.0,1,,,,153377.2495355901,461815.0415273419,153113.4153513289,461815.0415273419,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Lining to Lift Wall - K10-176,,,,,
A-WALL-IDEN,LINE,0.43,0.0,1,,,,152084.2495357151,460228.6896320765,152514.4069613992,460228.6896320765,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Siniat metal stud partition - K10-128,,,,,
A-WALL-IDEN,LINE,0.32,0.0,1,,,,153377.249523175,458173.5976052651,153060.1591320681,458173.5976052651,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Lining to Lift Wall - K10-176,,,,,
A-WALL-IDEN,LINE,0.14,0.0,1,,,,153793.8306070094,454347.8106225778,153793.8306070094,454206.2554328894,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Bathroom acoustic wall with MF board - K10-129,,,,,
A-WALL-IDEN,LINE,0.48,0.0,1,,,,154879.5827659296,449760.0941304531,154396.2957697666,449760.0941304531,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Double metal studs party walls - K10-125,,,,,
A-WALL-IDEN,LINE,0.18,0.0,1,,,,158173.4617495268,460890.808656971,158173.4617495268,460714.2336113612,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Lining to Lift Wall - K10-176,,,,,
A-WALL-IDEN,LINE,0.19,0.0,1,,,,155106.9845421011,468973.0421987945,155106.9845421011,469165.1969309868,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Internal Apartment Wall - K10-130,,,,,
A-WALL-IDEN,LINE,0.37,0.0,1,,,,149154.8782063798,473559.930606396,149154.8782063798,473191.5541200163,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Drylining to Concrete - K10-175,,,,,
A-WALL-IDEN,LINE,0.37,0.0,1,,,,148844.5110184211,467296.0712533445,148844.5110184211,466927.6947669648,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Double metal studs party walls - K10-125,,,,,
A-WALL-IDEN,LINE,0.45,0.0,1,,,,149848.2495303059,463925.9935172109,149400.0516681318,463925.9935172109,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Internal Apartment Wall - K10-130,,,,,
A-WALL-IDEN,LINE,0.3,0.0,1,,,,150480.9734387244,463156.4376373823,150480.9734387244,463456.044370518,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Vanity Boxing - K10-168,,,,,
A-WALL-IDEN,LINE,0.31,0.0,1,,,,151644.3404837566,463150.1876373822,151644.3404837566,463456.0443723153,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
A-WALL-IDEN,LINE,0.39,0.0,1,,,,146875.0967708579,459902.8729282675,146875.0967708579,459510.8270166231,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Internal Apartment Wall - K10-130,,,,,
A-WALL-IDEN,LINE,0.65,0.0,1,,,,152928.6457821717,481644.1860608995,152282.9176422885,481644.1860608995,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Double metal studs party walls - K10-125,,,,,
A-WALL-IDEN,LINE,0.08,0.0,1,,,,154755.2493978647,475126.9823046274,154836.729519057,475126.9823046274,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Siniat Single Frame - 120min Fire - K10-132,,,,,
A-WALL-IDEN,LINE,1.05,0.0,1,,,,151330.2493999373,475385.1380994622,150279.4068256214,475385.1380994622,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Siniat Single Frame - 120min Fire - K10-132,,,,,
A-WALL-IDEN,LINE,0.81,0.0,1,,,,151737.2495357152,473084.0867467987,150927.4069613992,473084.0867467987,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
A-WALL-IDEN,LINE,1.05,0.0,1,,,,148330.2495357152,472921.1747924853,147279.4069613992,472921.1747924853,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Internal Apartment Wall - K10-130,,,,,
A-WALL-IDEN,LINE,0.55,0.0,1,,,,152084.2495357152,468487.6268245485,152630.5558113132,468487.6268245485,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Bathroom acoustic wall with MF board - K10-129,,,,,
A-WALL-IDEN,LINE,0.09,0.0,1,,,,149852.249535619,468850.8823775861,149764.0210313683,468850.8823775861,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Internal Apartment Wall - K10-130,,,,,
A-WALL-IDEN,LINE,0.12,0.0,1,,,,150306.7566817729,468013.7858275335,150306.7566817729,468135.0685371939,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Vanity Boxing - K10-168,,,,,
A-WALL-IDEN,LINE,0.13,0.0,1,,,,151755.604344797,468006.5358275335,151755.604344797,468134.0685371939,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
A-WALL-IDEN,LINE,0.19,0.0,1,,,,151479.5232160069,467381.2858229383,151479.5232160069,467188.19519424,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Drylining to Concrete - K10-175,,,,,
A-WALL-IDEN,LINE,0.2,0.0,1,,,,150252.2495330375,466804.6007030046,150047.3655317371,466804.6007030046,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Internal Apartment Wall - K10-130,,,,,
A-WALL-IDEN,LINE,0.21,0.0,1,,,,154050.249393952,466227.7351802734,154264.0058317869,466227.7351802734,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Siniat Single Frame - 120min Fire - K10-132,,,,,
A-WALL-IDEN,LINE,0.22,0.0,1,,,,153703.0989701774,465053.3105979119,153703.0989701774,465269.7433500658,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Siniat Single Frame - 120min Fire - K10-132,,,,,
A-WALL-IDEN,LINE,0.38,0.0,1,,,,151164.7495321436,464891.5990053078,151543.2159412282,464891.5990053078,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Siniat Single Frame - 120min Fire - K10-132,,,,,
A-WALL-IDEN,LINE,0.51,0.0,1,,,,147259.8320088275,462805.1876344714,147259.8320088275,462295.6632971466,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Double metal studs party walls - K10-125,,,,,
A-WALL-IDEN,LINE,0.29,0.0,1,,,,145559.8811812094,462609.9376344907,145559.8811812094,462322.9132971467,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Drylining to Concrete - K10-175,,,,,
A-WALL-IDEN,LINE,0.19,0.0,1,,,,145147.2493985584,460205.050271871,145341.3811812094,460205.050271871,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
A-WALL-IDEN,LINE,0.45,0.0,1,,,,149848.2495303059,461905.0010994892,149400.0516681318,461905.0010994892,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Internal Apartment Wall - K10-130,,,,,
A-WALL-IDEN,LINE,0.44,0.0,1,,,,150203.2653862775,462433.9376351882,150203.2653862775,461997.6632971466,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Vanity Boxing - K10-168,,,,,
A-WALL-IDEN,LINE,0.14,0.0,1,,,,151675.204269964,462441.1876351882,151675.204269964,462296.6632971467,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
A-WALL-IDEN,LINE,0.43,0.0,1,,,,151667.1382095279,459345.8011465491,151667.1382095279,459771.6896320764,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Internal Apartment Wall - K10-130,,,,,
A-WALL-IDEN,LINE,0.3,0.0,1,,,,148323.7495357151,457386.5839334229,148626.0110184211,457386.5839334229,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Internal Apartment Wall - K10-130,,,,,
A-WALL-IDEN,LINE,0.63,0.0,1,,,,151737.2495357151,457213.4407935728,151112.1425930194,457213.4407935728,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
A-WALL-IDEN,LINE,0.63,0.0,1,,,,147086.6008258339,456555.1876728818,147086.6008258339,455920.6372277148,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Double metal studs party walls - K10-125,,,,,
A-WALL-IDEN,LINE,0.41,0.0,1,,,,145773.1291716363,456332.6876728818,145773.1291716363,455920.6372277148,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,,,,,,
A-WALL-IDEN,LINE,0.18,0.0,1,,,,155920.9122135188,454018.7473549039,155920.9122135188,453835.1105894306,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Siniat Single Frame - 120min Fire - K10-132,,,,,
A-WALL-IDEN,LINE,0.98,0.0,1,,,,154879.5827659296,451250.309728658,155855.7401916136,451250.309728658,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Party wall with Fire Moisture Board - K10-126,,,,,
A-WALL-IDEN,LINE,0.16,0.0,1,,,,150820.532862908,462805.1876344714,150820.532862908,462967.8582453601,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Party wall with Fire Moisture Board - K10-126,,,,,
A-WALL-IDEN,LINE,0.22,0.0,1,,,,150766.0093021134,467507.5358229383,150766.0093021134,467283.9451942401,
A-WALL-IDEN,MTEXT,0.0,0.0,1,,,Party wall with Fire Moisture Board - K10-126,,,,,
G-ANNO-TEXT,LINE,2.99,0.0,1,,,,143484.5295101118,452427.5915103001,140491.102053149,452427.5915103001,
G-ANNO-TEXT,LINE,0.32,0.0,1,,,,146660.2497657943,456498.5284631044,146535.5204100809,456203.577534869,
G-ANNO-TEXT,LINE,0.08,0.0,1,,,,146535.5204100809,456203.577534869,146616.1093774123,456181.3454112919,
G-ANNO-TEXT,LINE,0.32,0.0,1,,,,146616.1093774123,456181.3454112919,146660.2497657943,456498.5284631044,
G-ANNO-TEXT,LINE,2.05,0.0,1,,,,145537.1981074067,452427.5915103001,143484.5295101118,452427.5915103001,
